tweet_id,date,country,sentiment,keyword,text,retweet_count,like_count
1720738484993795,2023-06-08,Chile,positive,air quality,Opinion: encouraging signs for air quality; learn more soon.,19.0,71.0
9567532678727061,2022-04-24,Saudi Arabia,negative,air quality,Breaking: policies on air quality face setbacks; learn more soon.,31.0,105.0
2779503180831469,2022-12-22,Russia,positive,fossil fuels,Breaking: encouraging signs for fossil fuels; stay informed.,76.0,39.0
6770953392081499,2021-08-25,Pakistan,neutral,sustainability,Update: experts debate sustainability; details incoming.,47.0,47.0
3758255382554930,2022-10-31,Russia,negative,flood,FYI: alarm raised about flood; check the figures.,17.0,139.0
5016535690385487,2021-09-17,Netherlands,positive,renewable energy,Opinion: encouraging signs for renewable energy; details incoming.,13.0,134.0
3608507601759807,2021-07-29,United States,positive,carbon tax,Breaking: new policies boost carbon tax; what do you think?.,63.0,166.0
3098024884066768,2023-04-14,Germany,neutral,emissions,Research: overview of emissions trends; check the figures.,37.0,44.0
9532311437259392,2022-09-21,United States,positive,wildfire,Heads up: encouraging signs for wildfire; details incoming.,1.0,42.0
6636249788091963,2022-02-17,France,negative,climate change,Breaking: concerns grow over climate change; data attached.,8.0,111.0
4178331216042476,2021-02-13,Portugal,positive,drought,Update: drought progress is promising; source in comments.,81.0,34.0
9780556907211289,2021-09-17,Turkey,neutral,climate change,FYI: experts debate climate change; source in comments.,11.0,38.0
7230762524301328,2023-05-28,Italy,negative,climate change,Update: policies on climate change face setbacks; source in comments.,70.0,22.0
7419626703130997,2022-05-28,Mexico,negative,green transition,FYI: green transition impacts are worsening; learn more soon.,31.0,132.0
4569665067792812,2023-11-18,Brazil,neutral,air quality,Report: overview of air quality trends; check the figures.,26.0,
7170892180408150,2023-09-14,Thailand,neutral,wildfire,Reminder: overview of wildfire trends; share responsibly.,88.0,224.0
4152990436361462,2023-07-25,Norway,neutral,wildfire,Heads up: discussion continues on wildfire; check the figures.,70.0,145.0
7420615734669456,2021-01-18,Peru,neutral,flood,Update: overview of flood trends; details incoming.,12.0,97.0
7367068271549928,2021-02-25,Norway,neutral,net zero,FYI: experts debate net zero; data attached.,68.0,155.0
1138944610276346,2022-09-26,Spain,negative,air quality,Heads up: alarm raised about air quality; share responsibly.,72.0,17.0
9105555256182762,2022-01-06,Brazil,negative,climate change,Update: concerns grow over climate change; stay informed.,38.0,117.0
3830856668657250,2023-07-11,Egypt,neutral,net zero,Opinion: overview of net zero trends; details incoming.,9.0,136.0
9306595422072850,2021-12-15,Chile,negative,drought,Reminder: alarm raised about drought; learn more soon.,45.0,103.0
3640877814667163,2021-06-17,Norway,negative,heatwave,Update: concerns grow over heatwave; learn more soon.,117.0,288.0
8540042578250729,2021-05-04,Singapore,positive,sustainability,Heads up: new policies boost sustainability; data attached.,80.0,54.0
7999845396866877,2021-11-26,Mexico,neutral,carbon tax,Opinion: experts debate carbon tax; source in comments.,28.0,95.0
1208157318018321,2022-11-18,Spain,negative,heatwave,Opinion: concerns grow over heatwave; learn more soon.,21.0,147.0
4942654095291453,2021-05-19,Poland,positive,renewable energy,Breaking: renewable energy progress is promising; what do you think?.,74.0,33.0
6132911251667642,2023-05-24,Ireland,positive,flood,FYI: communities act on flood; data attached.,80.0,185.0
3285636649338144,2021-11-28,United Arab Emirates,positive,net zero,FYI: new policies boost net zero; details incoming.,82.0,118.0
7383181183601800,2021-12-10,Saudi Arabia,neutral,renewable energy,Reminder: discussion continues on renewable energy; source in comments.,33.0,39.0
8903420322681501,2022-12-27,Indonesia,neutral,flood,FYI: latest stats on flood released; details incoming.,27.0,168.0
1850953831166510,2023-08-03,South Africa,neutral,air quality,Opinion: experts debate air quality; share responsibly.,19.0,57.0
4515160364801425,2022-04-22,United States,negative,air quality,Heads up: air quality impacts are worsening; check the figures.,74.0,81.0
4850152489185963,2023-05-23,Mexico,negative,heatwave,Opinion: heatwave impacts are worsening; stay informed.,48.0,108.0
3157533941954844,2021-11-30,Thailand,negative,climate change,FYI: policies on climate change face setbacks; details incoming.,36.0,65.0
1432431819079784,2021-05-22,Colombia,positive,wildfire,Breaking: encouraging signs for wildfire; learn more soon.,79.0,62.0
2216188538220739,2023-06-27,Pakistan,positive,renewable energy,Heads up: communities act on renewable energy; data attached.,86.0,52.0
6090955018338502,2023-04-20,France,positive,heatwave,Heads up: encouraging signs for heatwave; source in comments.,40.0,186.0
1637400905512890,2023-04-03,Egypt,negative,renewable energy,Opinion: renewable energy impacts are worsening; details incoming.,10.0,58.0
4962118524961289,2023-08-25,Philippines,neutral,heatwave,Update: overview of heatwave trends; learn more soon.,50.0,184.0
7738241702750706,2022-06-30,Egypt,negative,air quality,Update: concerns grow over air quality; check the figures.,11.0,42.0
2368293850341232,2021-08-05,Indonesia,positive,sustainability,Heads up: encouraging signs for sustainability; check the figures.,53.0,117.0
7558474400030953,2022-10-03,United Arab Emirates,positive,net zero,Breaking: encouraging signs for net zero; stay informed.,53.0,191.0
3485360614873230,2022-09-21,Mexico,negative,renewable energy,Update: alarm raised about renewable energy; data attached.,57.0,309.0
4828168396034697,2022-02-27,South Africa,negative,net zero,Breaking: policies on net zero face setbacks; details incoming.,36.0,102.0
9173534274169842,2022-12-01,Egypt,neutral,flood,Reminder: experts debate flood; details incoming.,68.0,43.0
8728165198471078,2021-10-16,Thailand,neutral,air quality,Reminder: overview of air quality trends; data attached.,47.0,125.0
9175285066019637,2022-10-30,Netherlands,positive,renewable energy,FYI: new policies boost renewable energy; source in comments.,14.0,122.0
3474358144083952,2023-05-20,New Zealand,negative,carbon tax,Opinion: carbon tax impacts are worsening; stay informed.,70.0,184.0
6693254493481515,2021-04-16,Saudi Arabia,negative,net zero,Opinion: alarm raised about net zero; data attached.,69.0,113.0
5461400695143620,2022-05-12,Chile,negative,climate change,Research: concerns grow over climate change; data attached.,89.0,126.0
7931249461952272,2022-12-26,Spain,negative,net zero,Reminder: alarm raised about net zero; details incoming.,8.0,89.0
4074479889589360,2021-02-26,Russia,negative,carbon tax,Opinion: carbon tax impacts are worsening; details incoming.,52.0,42.0
7501433135607282,2022-11-23,Spain,positive,sustainability,FYI: new policies boost sustainability; data attached.,28.0,37.0
8889508237019966,2023-09-27,Ireland,neutral,air quality,FYI: latest stats on air quality released; stay informed.,27.0,38.0
3899993507759433,2023-06-22,Indonesia,negative,fossil fuels,Breaking: alarm raised about fossil fuels; stay informed.,22.0,125.0
7042164583673670,2023-01-21,France,positive,sustainability,FYI: sustainability progress is promising; data attached.,77.0,41.0
7912264073227263,2023-05-30,Canada,negative,carbon tax,Update: alarm raised about carbon tax; learn more soon.,32.0,93.0
5888444679546251,2022-02-01,Mexico,positive,flood,FYI: encouraging signs for flood; what do you think?.,81.0,127.0
2507355301828354,2021-12-25,Peru,neutral,renewable energy,Opinion: overview of renewable energy trends; details incoming.,65.0,17.0
9519712090974636,2021-04-02,Pakistan,positive,net zero,Heads up: net zero progress is promising; share responsibly.,37.0,97.0
4512222218067135,2023-03-02,Egypt,negative,air quality,Heads up: alarm raised about air quality; source in comments.,75.0,111.0
7078212618906938,2021-12-11,Vietnam,positive,climate change,Reminder: climate change progress is promising; stay informed.,77.0,294.0
9938338080623689,2023-08-08,Nigeria,neutral,net zero,Breaking: latest stats on net zero released; stay informed.,82.0,110.0
6513842503829542,2022-05-26,Peru,negative,sustainability,Report: sustainability impacts are worsening; what do you think?.,9.0,121.0
5886735428230238,2023-09-05,Thailand,neutral,air quality,FYI: discussion continues on air quality; what do you think?.,12.0,95.0
2007967842161256,2021-06-01,Saudi Arabia,neutral,heatwave,Opinion: overview of heatwave trends; stay informed.,33.0,160.0
3961676124314544,2021-06-26,South Africa,neutral,carbon tax,Opinion: experts debate carbon tax; stay informed.,18.0,45.0
2201042604332986,2022-01-15,Turkey,neutral,wildfire,Opinion: experts debate wildfire; check the figures.,52.0,126.0
9784754858934468,2021-01-30,Denmark,positive,renewable energy,Reminder: encouraging signs for renewable energy; share responsibly.,73.0,154.0
4666487377647969,2022-06-23,Peru,negative,air quality,FYI: air quality impacts are worsening; what do you think?.,14.0,41.0
8991014824863149,2022-12-14,Netherlands,negative,flood,Breaking: alarm raised about flood; source in comments.,6.0,101.0
5353273564411739,2022-12-26,United Arab Emirates,negative,emissions,Heads up: emissions impacts are worsening; what do you think?.,39.0,125.0
3288688535376310,2021-08-24,Ireland,negative,green transition,Opinion: policies on green transition face setbacks; stay informed.,26.0,60.0
9729756437174130,2021-06-29,Colombia,neutral,carbon tax,Heads up: latest stats on carbon tax released; source in comments.,49.0,104.0
2225774747292666,2022-09-10,Ireland,positive,drought,Heads up: new policies boost drought; what do you think?.,73.0,186.0
7117132191926344,2022-11-25,Poland,neutral,air quality,Reminder: overview of air quality trends; source in comments.,54.0,27.0
2051296034613874,2023-11-01,Turkey,negative,heatwave,Update: heatwave impacts are worsening; share responsibly.,29.0,64.0
6771664539980087,2023-09-08,Mexico,neutral,emissions,Update: overview of emissions trends; details incoming.,40.0,164.0
2569381939242723,2022-02-20,Ireland,positive,climate change,Breaking: climate change progress is promising; share responsibly.,66.0,130.0
2437387842420824,2021-06-27,Egypt,positive,net zero,Breaking: new policies boost net zero; share responsibly.,81.0,79.0
3295335733775375,2021-10-04,Nigeria,neutral,renewable energy,Breaking: overview of renewable energy trends; source in comments.,34.0,80.0
3659129926334353,2023-08-24,Denmark,positive,wildfire,Report: wildfire progress is promising; data attached.,42.0,48.0
6712276964163229,2022-05-15,Sweden,neutral,air quality,Heads up: experts debate air quality; share responsibly.,34.0,19.0
1324840691878746,2023-12-24,South Africa,negative,flood,Reminder: flood impacts are worsening; stay informed.,50.0,168.0
3991119204886011,2022-12-21,Sweden,negative,renewable energy,Opinion: concerns grow over renewable energy; learn more soon.,12.0,88.0
9696888539535927,2022-10-14,Turkey,positive,carbon tax,Opinion: carbon tax progress is promising; details incoming.,56.0,156.0
1048782890341004,2021-04-21,Japan,positive,drought,FYI: drought progress is promising; learn more soon.,35.0,128.0
1170616494664642,2022-10-09,Thailand,neutral,global warming,Research: discussion continues on global warming; what do you think?.,72.0,29.0
7748978313274190,2022-02-21,Italy,negative,drought,FYI: alarm raised about drought; details incoming.,44.0,25.0
7099271404800102,2023-07-13,Netherlands,positive,green transition,Report: communities act on green transition; learn more soon.,12.0,80.0
6562339637708213,2021-05-27,Denmark,negative,heatwave,Breaking: policies on heatwave face setbacks; details incoming.,67.0,155.0
8185399725870295,2021-07-30,Brazil,positive,green transition,Research: new policies boost green transition; stay informed.,53.0,28.0
1149458284958320,2022-12-27,Canada,neutral,emissions,Breaking: experts debate emissions; check the figures.,,164.0
9068554858998398,2023-01-15,Egypt,positive,climate change,Report: communities act on climate change; details incoming.,68.0,97.0
8155053022562675,2023-06-29,Sweden,negative,heatwave,Reminder: policies on heatwave face setbacks; data attached.,24.0,32.0
3872543666040677,2022-07-29,Japan,negative,sustainability,Report: policies on sustainability face setbacks; what do you think?.,14.0,38.0
8504434315041832,2022-02-17,Colombia,positive,heatwave,Reminder: new policies boost heatwave; data attached.,62.0,45.0
6388588558930718,2021-12-02,Indonesia,negative,green transition,FYI: alarm raised about green transition; source in comments.,51.0,144.0
7145966043897928,2022-02-12,Chile,negative,green transition,Update: alarm raised about green transition; what do you think?.,11.0,151.0
3073344465270796,2022-12-27,Indonesia,positive,heatwave,Research: communities act on heatwave; what do you think?.,24.0,17.0
8295128429003312,2022-08-14,Norway,neutral,wildfire,Breaking: latest stats on wildfire released; details incoming.,18.0,150.0
7572448285169845,2021-11-21,Japan,positive,net zero,Report: encouraging signs for net zero; data attached.,87.0,234.0
4240746416016840,2021-08-24,New Zealand,positive,fossil fuels,Update: encouraging signs for fossil fuels; data attached.,76.0,69.0
6709269300481687,2023-02-18,China,negative,sustainability,Reminder: alarm raised about sustainability; source in comments.,24.0,130.0
9297027339086660,2021-09-28,Thailand,positive,fossil fuels,Opinion: communities act on fossil fuels; details incoming.,39.0,152.0
5625418087755969,2021-08-17,Japan,negative,sustainability,Heads up: alarm raised about sustainability; learn more soon.,91.0,182.0
8218513748589351,2021-12-28,Portugal,neutral,heatwave,Reminder: overview of heatwave trends; what do you think?.,,72.0
9972954173116321,2023-07-24,Norway,neutral,global warming,Breaking: latest stats on global warming released; share responsibly.,73.0,162.0
5210056984177814,2022-05-16,New Zealand,neutral,carbon tax,Heads up: overview of carbon tax trends; learn more soon.,30.0,137.0
9653321800254738,2022-10-14,Colombia,neutral,fossil fuels,Research: experts debate fossil fuels; data attached.,42.0,135.0
5849302368918985,2021-03-31,Italy,positive,flood,Opinion: communities act on flood; details incoming.,,114.0
6199099995642972,2022-01-13,Colombia,negative,carbon tax,Opinion: concerns grow over carbon tax; details incoming.,31.0,15.0
2255014900559405,2023-04-05,Pakistan,neutral,air quality,Heads up: overview of air quality trends; details incoming.,55.0,62.0
4885840862981447,2023-04-27,Argentina,negative,drought,Report: concerns grow over drought; stay informed.,52.0,60.0
8449643145112397,2022-09-27,Turkey,negative,drought,Reminder: drought impacts are worsening; learn more soon.,57.0,217.0
3845295312423558,2023-08-18,Thailand,negative,fossil fuels,Research: policies on fossil fuels face setbacks; source in comments.,65.0,165.0
9494456200301152,2021-11-25,Pakistan,negative,heatwave,Update: concerns grow over heatwave; share responsibly.,10.0,130.0
1399585407372301,2021-06-30,Russia,negative,net zero,Heads up: net zero impacts are worsening; learn more soon.,27.0,94.0
5713366840075209,2021-03-26,Australia,positive,renewable energy,FYI: communities act on renewable energy; source in comments.,22.0,104.0
2263603673600747,2021-08-07,Poland,negative,air quality,Opinion: concerns grow over air quality; data attached.,59.0,132.0
2476815459970936,2023-04-16,United States,neutral,wildfire,Heads up: experts debate wildfire; check the figures.,9.0,102.0
3757810574779345,2023-09-17,Ireland,positive,wildfire,FYI: encouraging signs for wildfire; share responsibly.,19.0,169.0
9465866644879351,2021-05-24,Saudi Arabia,positive,green transition,Report: green transition progress is promising; check the figures.,18.0,54.0
7756515409519300,2022-07-04,India,positive,net zero,Heads up: net zero progress is promising; details incoming.,79.0,23.0
6148095321726019,2021-05-26,Norway,neutral,fossil fuels,Research: discussion continues on fossil fuels; share responsibly.,50.0,86.0
7526924578547805,2023-07-14,Turkey,positive,wildfire,Reminder: encouraging signs for wildfire; check the figures.,28.0,32.0
1276560742927349,2021-05-24,Singapore,neutral,renewable energy,FYI: experts debate renewable energy; learn more soon.,30.0,39.0
4329275758000831,2022-12-03,Russia,positive,renewable energy,FYI: renewable energy progress is promising; check the figures.,98.0,79.0
6129474974405029,2021-03-30,Saudi Arabia,positive,global warming,Reminder: global warming progress is promising; share responsibly.,93.0,245.0
2542322370657385,2023-03-20,United States,neutral,drought,Research: latest stats on drought released; what do you think?.,17.0,51.0
2281719325951783,2023-09-20,Peru,positive,heatwave,Opinion: communities act on heatwave; details incoming.,25.0,76.0
3607489131530046,2023-03-13,United Kingdom,neutral,sustainability,FYI: discussion continues on sustainability; share responsibly.,76.0,120.0
2866464487434366,2021-10-22,Spain,positive,net zero,Update: encouraging signs for net zero; check the figures.,41.0,156.0
7089152677663318,2023-07-11,Portugal,neutral,green transition,Opinion: experts debate green transition; stay informed.,47.0,89.0
5874276690492766,2021-12-02,Italy,neutral,air quality,Heads up: discussion continues on air quality; learn more soon.,19.0,41.0
2404503124584448,2023-04-06,Mexico,negative,drought,Report: alarm raised about drought; what do you think?.,56.0,23.0
6609440034205659,2023-07-01,Brazil,positive,sustainability,Breaking: sustainability progress is promising; stay informed.,51.0,43.0
2837531644028732,2022-06-16,Russia,negative,global warming,Update: policies on global warming face setbacks; details incoming.,11.0,108.0
3775092496253640,2022-11-10,Netherlands,positive,green transition,Update: communities act on green transition; data attached.,38.0,48.0
2032454531522549,2023-07-26,Germany,neutral,emissions,Breaking: discussion continues on emissions; learn more soon.,88.0,138.0
4732712598320632,2021-07-24,France,negative,climate change,Research: alarm raised about climate change; data attached.,25.0,102.0
1230855004505348,2021-01-22,United Arab Emirates,negative,carbon tax,Opinion: carbon tax impacts are worsening; check the figures.,44.0,133.0
7743399794793944,2022-04-22,South Africa,neutral,sustainability,Breaking: latest stats on sustainability released; learn more soon.,9.0,15.0
5975236603521136,2021-07-18,Argentina,positive,fossil fuels,FYI: new policies boost fossil fuels; source in comments.,30.0,65.0
7475307749856715,2023-08-26,Turkey,neutral,air quality,Heads up: experts debate air quality; check the figures.,63.0,
6095013157381473,2023-08-08,Poland,neutral,flood,FYI: overview of flood trends; share responsibly.,53.0,125.0
9794608250487759,2022-02-16,United Arab Emirates,neutral,drought,Heads up: overview of drought trends; learn more soon.,83.0,154.0
8929574633034786,2021-12-05,Portugal,neutral,green transition,Breaking: discussion continues on green transition; details incoming.,23.0,135.0
7534623031718320,2023-02-18,Ireland,negative,emissions,FYI: alarm raised about emissions; check the figures.,38.0,9.0
7796669723482754,2022-05-12,New Zealand,positive,drought,Reminder: new policies boost drought; data attached.,73.0,61.0
3525989931263441,2021-04-17,Denmark,neutral,renewable energy,Heads up: overview of renewable energy trends; details incoming.,69.0,117.0
2393506127003073,2022-12-27,India,negative,wildfire,Heads up: concerns grow over wildfire; data attached.,72.0,29.0
2447670358954335,2023-03-08,India,neutral,heatwave,Heads up: overview of heatwave trends; data attached.,81.0,71.0
9286459455586860,2021-03-18,Thailand,neutral,heatwave,Update: experts debate heatwave; share responsibly.,9.0,39.0
4894245340019252,2023-05-01,United States,positive,net zero,Heads up: communities act on net zero; details incoming.,18.0,96.0
5726837242072704,2022-08-08,United Arab Emirates,negative,flood,Heads up: policies on flood face setbacks; what do you think?.,58.0,5.0
8669015525063636,2023-06-24,Portugal,positive,wildfire,Opinion: new policies boost wildfire; details incoming.,59.0,130.0
2847645554629198,2023-07-20,Argentina,neutral,air quality,Report: overview of air quality trends; source in comments.,67.0,86.0
4448890847024301,2023-01-09,Italy,positive,sustainability,Heads up: sustainability progress is promising; stay informed.,45.0,87.0
6644812605076170,2022-01-01,Mexico,positive,net zero,Research: net zero progress is promising; share responsibly.,70.0,73.0
8544812860442606,2022-02-10,China,negative,air quality,FYI: policies on air quality face setbacks; source in comments.,15.0,150.0
6301507876218731,2023-03-04,Italy,neutral,emissions,Research: overview of emissions trends; check the figures.,47.0,118.0
6478804466863682,2021-03-12,France,neutral,flood,Update: experts debate flood; what do you think?.,81.0,96.0
5601173483386538,2021-09-10,South Africa,positive,renewable energy,FYI: encouraging signs for renewable energy; what do you think?.,35.0,
7773115951525156,2022-07-23,Philippines,neutral,drought,Breaking: experts debate drought; details incoming.,21.0,133.0
9948507697040168,2023-10-30,Egypt,positive,fossil fuels,Update: new policies boost fossil fuels; details incoming.,79.0,180.0
1979243150883245,2023-04-10,Vietnam,neutral,fossil fuels,Breaking: overview of fossil fuels trends; learn more soon.,68.0,156.0
5898867979413996,2023-06-13,Philippines,neutral,flood,Research: latest stats on flood released; share responsibly.,63.0,167.0
3794320491828081,2021-07-28,Sweden,negative,climate change,FYI: alarm raised about climate change; check the figures.,54.0,128.0
7876822990554737,2021-11-03,Singapore,positive,renewable energy,Opinion: encouraging signs for renewable energy; stay informed.,78.0,71.0
9594040334221186,2021-10-19,Russia,positive,air quality,Report: air quality progress is promising; stay informed.,16.0,98.0
4813606996124216,2023-04-01,Canada,negative,heatwave,Update: concerns grow over heatwave; details incoming.,38.0,89.0
9368772989472197,2022-08-11,Netherlands,neutral,carbon tax,Report: latest stats on carbon tax released; details incoming.,11.0,90.0
1110251539875700,2021-08-20,Japan,positive,carbon tax,Opinion: carbon tax progress is promising; what do you think?.,31.0,119.0
4167601470179075,2023-03-31,Singapore,neutral,fossil fuels,Research: overview of fossil fuels trends; data attached.,87.0,173.0
4205144805583641,2022-11-30,Pakistan,negative,emissions,Opinion: alarm raised about emissions; data attached.,87.0,61.0
7048085048305929,2023-09-09,Nigeria,neutral,renewable energy,FYI: overview of renewable energy trends; stay informed.,3.0,104.0
1093590045140537,2022-09-04,New Zealand,neutral,carbon tax,Update: latest stats on carbon tax released; check the figures.,20.0,52.0
7271383514824639,2021-05-18,Peru,neutral,climate change,Reminder: discussion continues on climate change; what do you think?.,109.0,196.0
1453436577104644,2023-08-31,Thailand,negative,emissions,Heads up: emissions impacts are worsening; data attached.,17.0,30.0
8078819103682812,2021-07-21,China,negative,fossil fuels,Report: concerns grow over fossil fuels; source in comments.,32.0,114.0
6338742086325809,2021-03-02,Singapore,neutral,flood,Breaking: experts debate flood; details incoming.,11.0,48.0
2937584575123427,2023-05-26,Egypt,neutral,sustainability,Report: latest stats on sustainability released; details incoming.,45.0,80.0
4784797683421751,2022-05-09,Turkey,positive,renewable energy,Heads up: renewable energy progress is promising; learn more soon.,26.0,111.0
7443105859784422,2022-12-07,Germany,negative,renewable energy,Opinion: policies on renewable energy face setbacks; details incoming.,73.0,23.0
4994708822481834,2021-05-22,Ireland,neutral,sustainability,Opinion: overview of sustainability trends; data attached.,3.0,32.0
2768652125211480,2023-03-01,France,positive,climate change,Research: encouraging signs for climate change; what do you think?.,26.0,66.0
3365071421876695,2022-03-20,Saudi Arabia,negative,flood,FYI: alarm raised about flood; details incoming.,77.0,157.0
6914438482368822,2023-12-28,Thailand,negative,wildfire,Report: concerns grow over wildfire; check the figures.,72.0,100.0
5378220107120276,2022-11-28,Pakistan,neutral,sustainability,Report: overview of sustainability trends; learn more soon.,66.0,104.0
3191656244194710,2023-10-26,Peru,negative,carbon tax,Reminder: policies on carbon tax face setbacks; what do you think?.,66.0,145.0
6927058542492019,2023-05-19,Mexico,negative,heatwave,Update: concerns grow over heatwave; stay informed.,88.0,183.0
2013153480354217,2023-07-13,Turkey,positive,global warming,Update: communities act on global warming; stay informed.,29.0,72.0
7962876187618598,2021-04-07,Italy,positive,air quality,Breaking: air quality progress is promising; check the figures.,21.0,104.0
2313814883693293,2023-05-01,Saudi Arabia,neutral,renewable energy,Report: discussion continues on renewable energy; source in comments.,12.0,44.0
4182074906185674,2022-10-23,Spain,negative,fossil fuels,Report: fossil fuels impacts are worsening; stay informed.,17.0,90.0
5742205444490942,2022-03-09,Portugal,positive,fossil fuels,FYI: encouraging signs for fossil fuels; source in comments.,67.0,129.0
8576543662306843,2021-12-08,United Arab Emirates,negative,fossil fuels,Update: fossil fuels impacts are worsening; stay informed.,21.0,134.0
2949341767007182,2022-12-04,Japan,neutral,fossil fuels,Update: latest stats on fossil fuels released; learn more soon.,64.0,66.0
4230872189519723,2021-08-05,Australia,neutral,emissions,Opinion: latest stats on emissions released; learn more soon.,23.0,91.0
4772282413561950,2021-07-21,Egypt,negative,wildfire,FYI: alarm raised about wildfire; learn more soon.,17.0,179.0
3468100662945695,2023-08-16,China,neutral,global warming,Breaking: latest stats on global warming released; details incoming.,63.0,41.0
2260082988971188,2023-04-12,Poland,negative,sustainability,Report: policies on sustainability face setbacks; source in comments.,60.0,112.0
7381140970083471,2022-10-10,United Arab Emirates,negative,climate change,FYI: concerns grow over climate change; share responsibly.,13.0,39.0
9862081900356181,2023-04-10,Denmark,positive,climate change,Reminder: communities act on climate change; check the figures.,30.0,116.0
6821509749346617,2021-12-20,Norway,negative,flood,Update: flood impacts are worsening; check the figures.,47.0,133.0
8227433536621544,2023-03-01,Argentina,negative,emissions,Research: alarm raised about emissions; data attached.,15.0,52.0
2857976619994894,2021-08-14,United States,negative,heatwave,FYI: concerns grow over heatwave; details incoming.,49.0,23.0
1086080262641959,2022-05-03,Peru,neutral,drought,Opinion: latest stats on drought released; what do you think?.,66.0,126.0
9664116249832521,2021-06-11,United States,positive,flood,Opinion: communities act on flood; source in comments.,80.0,213.0
6290594377093804,2022-02-19,Sweden,neutral,emissions,Update: experts debate emissions; what do you think?.,33.0,14.0
5410448271091096,2022-01-08,Poland,neutral,renewable energy,Heads up: latest stats on renewable energy released; stay informed.,45.0,149.0
2855650648321818,2022-04-05,China,neutral,emissions,Opinion: experts debate emissions; check the figures.,87.0,114.0
2592386613891990,2022-06-06,South Africa,positive,fossil fuels,Research: new policies boost fossil fuels; stay informed.,47.0,56.0
3747345307638215,2021-02-06,Pakistan,neutral,global warming,Opinion: latest stats on global warming released; data attached.,68.0,113.0
1377616267030997,2022-01-10,Denmark,positive,net zero,Research: net zero progress is promising; data attached.,17.0,144.0
9510022261265274,2023-07-14,Ireland,positive,renewable energy,Heads up: communities act on renewable energy; learn more soon.,129.0,272.0
4634552110969150,2022-04-20,Ireland,neutral,emissions,Opinion: latest stats on emissions released; learn more soon.,62.0,161.0
6770567775740524,2022-08-17,Norway,positive,emissions,Reminder: communities act on emissions; what do you think?.,67.0,160.0
1009850753997955,2021-04-23,France,negative,climate change,Report: climate change impacts are worsening; what do you think?.,22.0,148.0
6320488917523807,2022-03-01,Denmark,neutral,drought,Breaking: discussion continues on drought; check the figures.,77.0,60.0
8325418451516813,2023-11-28,Pakistan,positive,air quality,Opinion: communities act on air quality; share responsibly.,86.0,55.0
9243056715061292,2022-08-24,Denmark,neutral,global warming,FYI: latest stats on global warming released; details incoming.,18.0,129.0
2760128167007157,2021-01-23,New Zealand,neutral,flood,Update: latest stats on flood released; stay informed.,36.0,120.0
5139707742093004,2023-03-02,Vietnam,neutral,wildfire,Reminder: latest stats on wildfire released; source in comments.,18.0,50.0
2866147854037493,2023-04-23,Russia,negative,net zero,Update: policies on net zero face setbacks; stay informed.,80.0,46.0
6540714881070315,2022-02-22,Denmark,positive,carbon tax,Heads up: communities act on carbon tax; source in comments.,28.0,97.0
6330082482072609,2021-02-04,Singapore,positive,heatwave,Update: new policies boost heatwave; details incoming.,53.0,
1371066321870835,2023-06-29,Saudi Arabia,neutral,air quality,Report: overview of air quality trends; what do you think?.,16.0,134.0
4686819154892511,2021-10-04,Poland,negative,wildfire,FYI: policies on wildfire face setbacks; details incoming.,14.0,14.0
9858011748175572,2023-10-04,Spain,negative,air quality,Report: concerns grow over air quality; share responsibly.,103.0,156.0
3815323708716957,2022-02-02,Peru,neutral,sustainability,Breaking: discussion continues on sustainability; learn more soon.,,25.0
4887493183414799,2022-03-01,Norway,positive,climate change,Report: climate change progress is promising; stay informed.,27.0,28.0
4944071992756365,2023-05-19,Argentina,negative,carbon tax,Heads up: carbon tax impacts are worsening; what do you think?.,35.0,72.0
6070643197234715,2021-05-31,Norway,neutral,wildfire,Update: discussion continues on wildfire; data attached.,9.0,37.0
9864213170863852,2021-02-02,China,neutral,sustainability,FYI: latest stats on sustainability released; learn more soon.,107.0,224.0
5707497208104727,2023-04-13,Peru,neutral,emissions,Breaking: experts debate emissions; data attached.,40.0,52.0
5146320334199176,2023-10-11,Argentina,neutral,emissions,FYI: latest stats on emissions released; what do you think?.,25.0,97.0
5563831528501810,2023-12-24,India,positive,green transition,FYI: encouraging signs for green transition; source in comments.,62.0,144.0
1698019213348755,2021-05-21,New Zealand,positive,carbon tax,FYI: new policies boost carbon tax; details incoming.,4.0,158.0
3492825792657684,2021-06-12,Argentina,negative,renewable energy,Research: renewable energy impacts are worsening; share responsibly.,51.0,71.0
2813987936581304,2022-01-06,Pakistan,negative,heatwave,Research: heatwave impacts are worsening; stay informed.,39.0,107.0
3394731775586904,2023-02-20,Egypt,neutral,wildfire,Update: overview of wildfire trends; stay informed.,64.0,128.0
5680004868984353,2023-09-26,Saudi Arabia,negative,air quality,Breaking: air quality impacts are worsening; data attached.,80.0,152.0
7227664707256086,2023-06-23,Italy,positive,climate change,FYI: encouraging signs for climate change; source in comments.,59.0,115.0
7582232199341848,2022-02-15,Poland,negative,net zero,Heads up: concerns grow over net zero; details incoming.,37.0,86.0
6059727363993065,2023-10-06,Singapore,negative,carbon tax,Research: carbon tax impacts are worsening; check the figures.,45.0,72.0
5525396494871511,2021-10-08,Canada,positive,drought,Report: communities act on drought; check the figures.,77.0,146.0
1719779068596246,2021-05-16,Japan,negative,air quality,Reminder: alarm raised about air quality; check the figures.,48.0,32.0
